tconst	directors	writers
tt9913664	nm2479997	nm2479997
tt9913672	nm1032921	\N
tt9913676	nm3741460	nm3741460
tt9913678	nm10536769	\N
tt9913680	nm6684772	nm6684772
tt9913682	nm2500247	nm0647374,nm1328972
tt9913684	\N	\N
tt9913686	nm6099950	\N
tt9913688	nm2500247	nm0647374,nm6237568
tt9913690	nm2500247	nm0647374,nm2138188
tt9913692	nm10536772	\N
tt9913694	nm4889661	\N
tt9913696	nm10534822	nm10534822
tt9913700	nm10163296	\N
tt9913702	nm10536824	nm4679135
tt9913704	\N	\N
tt9913706	nm8199997	nm8199997
tt9913708	nm3369621	\N
tt9913710	nm2027239	nm1526007,nm2027239
tt9913712	\N	\N
tt9913714	\N	\N
tt9913716	\N	\N
tt9913718	\N	\N
tt9913720	\N	\N
tt9913722	nm10536832	nm10536834
tt9913724	\N	\N
tt9913726	\N	nm5803662
tt9913728	\N	\N
tt9913730	\N	\N
tt9913732	\N	\N
tt9913734	\N	\N
tt9913736	\N	\N
tt9913738	nm2027239	nm1526007,nm2027239
tt9913740	\N	\N
tt9913742	\N	\N
tt9913744	\N	\N
tt9913746	\N	\N
tt9913748	\N	\N
tt9913750	nm4889661	\N
tt9913752	\N	\N
tt9913754	nm1288934	nm0058164
tt9913756	\N	nm4890697
tt9913758	\N	\N
tt9913762	\N	\N
tt9913764	\N	\N
tt9913766	\N	nm4890697
tt9913770	\N	\N
tt9913772	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913774	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913776	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913778	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913780	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913782	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913784	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913786	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913788	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913790	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913792	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913794	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913796	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913798	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913800	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913802	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913804	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913806	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913808	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913810	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913812	nm4466270	\N
tt9913814	nm0997109	nm5070808
tt9913816	\N	nm4890697
tt9913818	\N	\N
tt9913820	\N	\N
tt9913822	nm2027239	nm1526007,nm2027239
tt9913824	\N	\N
tt9913826	\N	\N
tt9913828	\N	\N
tt9913830	\N	\N
tt9913832	\N	nm4890697
tt9913834	nm0383255	\N
tt9913836	\N	\N
tt9913838	\N	\N
tt9913840	nm2159542,nm1699093	nm1729308,nm2433539,nm1699093
tt9913842	\N	\N
tt9913844	\N	\N
tt9913848	\N	\N
tt9913850	\N	\N
tt9913852	\N	\N
tt9913854	\N	\N
tt9913856	\N	\N
tt9913858	nm5241339	nm5241339
tt9913860	\N	nm5803662
tt9913862	nm0738557,nm1146040	\N
tt9913864	\N	\N
tt9913866	\N	\N
tt9913868	\N	\N
tt9913870	\N	\N
tt9913872	nm2628356	nm8135726,nm0708520,nm2628356
tt9913874	\N	\N
tt9913876	\N	\N
tt9913878	nm2815657	nm2738135
tt9913880	\N	\N
tt9913882	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913884	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913886	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913888	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913890	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913892	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913894	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913896	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913898	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913900	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913902	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913904	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913906	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913908	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913910	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913912	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913914	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913916	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913918	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913920	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913922	nm4889661	\N
tt9913924	nm1944626	nm1944626
tt9913926	\N	\N
tt9913928	\N	nm10536934
tt9913930	\N	\N
tt9913932	nm7527835	\N
tt9913934	\N	\N
tt9913936	nm10091596	nm10091596
tt9913938	\N	\N
tt9913940	\N	\N
tt9913942	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913944	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913946	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913948	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913950	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913952	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913954	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913956	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913958	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913960	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913962	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913964	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913966	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913968	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913970	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913972	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913974	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913976	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913978	\N	\N
tt9913980	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913982	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9913984	\N	\N
tt9913986	\N	\N
tt9913988	\N	\N
tt9913990	nm2027239	nm1526007,nm2027239
tt9913992	\N	\N
tt9913994	nm2027239	nm1526007,nm2027239
tt9913996	nm2027239	nm1526007,nm2027239
tt9913998	\N	\N
tt9914000	\N	\N
tt9914002	nm2027239	nm1526007,nm2027239
tt9914004	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914006	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914008	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914010	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914012	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914014	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914016	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914018	nm2027239	nm1526007,nm2027239
tt9914020	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914022	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914024	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914026	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914028	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914030	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914032	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914034	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914036	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914038	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914040	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914042	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914044	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914046	\N	\N
tt9914048	\N	nm5803662
tt9914050	\N	\N
tt9914052	\N	\N
tt9914054	\N	\N
tt9914056	\N	\N
tt9914058	\N	\N
tt9914060	\N	\N
tt9914062	\N	\N
tt9914064	\N	\N
tt9914066	\N	nm1944626
tt9914068	\N	\N
tt9914070	\N	nm5803662
tt9914072	nm10536976	\N
tt9914074	\N	\N
tt9914076	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914078	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914080	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914082	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914084	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914086	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914088	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914090	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914092	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914094	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914098	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914100	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914102	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914104	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914106	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914108	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914110	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914112	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914114	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914116	\N	nm10515764,nm10515763,nm10518788,nm10515765
tt9914118	\N	nm10536934
tt9914120	nm3735000	nm1461816,nm3735000,nm0900008
tt9914122	\N	nm5803662
tt9914124	nm9240042	\N
tt9914126	\N	\N
tt9914128	nm1975005	nm1975005
tt9914130	\N	\N
tt9914132	\N	\N
tt9914134	\N	nm7791931
tt9914136	\N	nm7791931
tt9914138	\N	nm7791931
tt9914140	\N	nm10537012
tt9914142	\N	\N
tt9914144	\N	\N
tt9914146	nm5402524	nm5402524
tt9914148	\N	\N
tt9914150	nm2197928	\N
tt9914154	\N	\N
tt9914156	\N	\N
tt9914158	\N	\N
tt9914162	nm2027239	nm0188897
tt9914164	nm6192391	\N
tt9914166	nm7661184	nm7661184,nm8534589
tt9914168	nm5032164	nm5032164,nm10537039
tt9914170	nm0505552	nm2812700
tt9914172	nm10536721	nm10536721
tt9914174	\N	\N
tt9914176	\N	\N
tt9914178	nm3027407	nm3027407
tt9914180	\N	\N
tt9914182	\N	\N
tt9914184	nm2523083,nm4770113	nm0408553,nm4770113,nm2545370
tt9914186	\N	\N
tt9914188	nm4349445	\N
tt9914190	nm5402524	nm5402524
tt9914192	nm0764367	nm0193153,nm1148346,nm12654089
tt9914194	\N	\N
tt9914196	\N	\N
tt9914198	\N	\N
tt9914200	\N	\N
tt9914202	\N	\N
tt9914204	\N	\N
tt9914206	\N	\N
tt9914210	\N	\N
tt9914214	nm4498230	nm0547518,nm4498230,nm2247575
tt9914216	\N	\N
tt9914220	\N	\N
tt9914222	\N	\N
tt9914224	\N	\N
tt9914226	\N	\N
tt9914228	\N	\N
tt9914230	\N	\N
tt9914232	\N	\N
tt9914234	\N	\N
tt9914236	nm5402524	nm5402524
tt9914240	\N	\N
tt9914242	\N	\N
tt9914244	\N	\N
tt9914246	\N	\N
tt9914248	\N	\N
tt9914250	\N	\N
tt9914252	\N	\N
tt9914254	nm1375922	\N
tt9914256	\N	\N
tt9914258	\N	\N
tt9914260	\N	\N
tt9914262	\N	\N
tt9914264	\N	\N
tt9914266	\N	\N
tt9914268	\N	\N
tt9914270	\N	\N
tt9914272	\N	\N
tt9914274	nm10537109	nm10537109
tt9914276	\N	\N
tt9914280	\N	\N
tt9914282	nm8549220,nm7783734	nm8549220,nm7783734
tt9914286	nm1832009	nm1832009,nm1902682
tt9914288	\N	\N
tt9914292	\N	\N
tt9914294	\N	\N
tt9914296	\N	\N
tt9914298	\N	\N
tt9914300	\N	\N
tt9914302	\N	\N
tt9914304	nm9293268	nm2039721
tt9914306	\N	\N
tt9914308	\N	\N
tt9914310	\N	\N
tt9914312	\N	\N
tt9914314	nm2659218	\N
tt9914316	\N	\N
tt9914318	\N	\N
tt9914320	nm5754822,nm10537143,nm10537144,nm10537145,nm10537146	nm5754822,nm10537143,nm10537144,nm10537145,nm7533620
tt9914322	\N	\N
tt9914324	\N	\N
tt9914326	\N	\N
tt9914328	\N	\N
tt9914330	\N	\N
tt9914332	\N	nm8215013,nm10364150,nm5377663,nm3087247
tt9914334	\N	\N
tt9914336	\N	\N
tt9914338	\N	\N
tt9914340	\N	\N
tt9914342	nm10537167,nm10537168,nm10537170,nm10537169,nm10537166	nm10537166,nm10537167,nm10537168,nm10537171,nm10537170
tt9914344	\N	\N
tt9914346	\N	\N
tt9914348	\N	\N
tt9914350	nm4378729	\N
tt9914352	nm2587357	\N
tt9914354	\N	\N
tt9914356	nm9876773	\N
tt9914358	nm9876773	\N
tt9914360	\N	\N
tt9914362	nm2716077	nm4725856
tt9914364	nm10537181,nm10537179,nm10537180,nm10537178	nm10537178,nm10537179,nm10537180,nm10537181
tt9914366	\N	\N
tt9914368	nm10537183,nm10537184	\N
tt9914370	nm3032813	\N
tt9914372	nm9418114	nm9418114
tt9914374	nm10537193,nm10537194,nm10537195,nm10537196,nm10537197	nm10537193,nm10537194,nm10537195,nm10537196,nm10537197
tt9914376	\N	nm10118702
tt9914378	nm10530259	nm10530259
tt9914380	\N	\N
tt9914382	\N	\N
tt9914384	nm2397125	nm9190128
tt9914386	\N	\N
tt9914388	\N	\N
tt9914390	\N	\N
tt9914392	nm10537218,nm10537217,nm10537216,nm10537215	nm10537215,nm10537217,nm10537216,nm10537218
tt9914394	nm9518027	\N
tt9914396	\N	\N
tt9914398	\N	\N
tt9914400	nm9594269	nm9594269
tt9914402	\N	\N
tt9914404	\N	nm2910269
tt9914406	nm10537233	nm10537233
tt9914408	\N	\N
tt9914410	\N	\N
tt9914412	\N	\N
tt9914414	\N	\N
tt9914416	\N	\N
tt9914418	nm10535653	nm10535653
tt9914420	nm10535628	nm10535628
tt9914422	\N	\N
tt9914424	nm2700685	nm2692521,nm4429932,nm4429126,nm3528261,nm10316453
tt9914426	\N	\N
tt9914428	nm3032813	\N
tt9914430	nm10535019	nm10535019
tt9914432	nm8519353,nm5638464	nm8519353
tt9914434	\N	\N
tt9914436	\N	\N
tt9914438	\N	\N
tt9914442	\N	\N
tt9914444	\N	\N
tt9914448	nm3032813	nm3032813
tt9914450	\N	\N
tt9914452	\N	nm10223139
tt9914456	\N	\N
tt9914458	nm4378729	\N
tt9914460	nm10537275	nm7673071
tt9914462	nm10537276	nm10203611
tt9914464	\N	\N
tt9914466	nm7707943	nm7707943
tt9914468	nm3281213,nm5906149	nm5906149
tt9914470	\N	\N
tt9914472	\N	\N
tt9914474	\N	\N
tt9914476	\N	\N
tt9914478	\N	\N
tt9914480	\N	\N
tt9914482	\N	\N
tt9914484	\N	\N
tt9914486	\N	\N
tt9914488	\N	nm2134283
tt9914490	\N	\N
tt9914492	\N	\N
tt9914494	\N	\N
tt9914496	nm3032813	\N
tt9914498	\N	\N
tt9914500	\N	\N
tt9914502	\N	\N
tt9914504	\N	\N
tt9914506	\N	\N
tt9914508	\N	\N
tt9914510	\N	\N
tt9914512	\N	\N
tt9914514	\N	\N
tt9914516	\N	\N
tt9914518	\N	\N
tt9914520	nm10501910	nm10501910
tt9914522	nm9932296	nm9895876,nm2246717
tt9914524	\N	\N
tt9914526	\N	\N
tt9914528	\N	\N
tt9914530	\N	\N
tt9914532	\N	\N
tt9914534	nm10537295	\N
tt9914536	\N	\N
tt9914538	\N	\N
tt9914540	\N	\N
tt9914542	\N	\N
tt9914544	\N	\N
tt9914546	nm2238286,nm0677932	nm2660137,nm2238286,nm1461816,nm1309759,nm1726647,nm9303941,nm4364320
tt9914548	\N	\N
tt9914550	\N	\N
tt9914552	nm5089991	nm8316053
tt9914556	nm0653056	nm0080110,nm0653056
tt9914558	\N	\N
tt9914560	\N	\N
tt9914562	\N	\N
tt9914564	\N	\N
tt9914566	\N	\N
tt9914568	\N	\N
tt9914570	\N	\N
tt9914572	\N	\N
tt9914574	nm7184580	nm7184580
tt9914576	\N	\N
tt9914578	\N	\N
tt9914580	\N	\N
tt9914582	nm3077054	\N
tt9914584	\N	\N
tt9914586	\N	\N
tt9914588	\N	\N
tt9914590	\N	\N
tt9914592	\N	\N
tt9914594	\N	\N
tt9914596	\N	\N
tt9914598	nm3032813	\N
tt9914600	nm5237704,nm2201539,nm0188155,nm2918530	\N
tt9914602	\N	\N
tt9914604	\N	\N
tt9914606	\N	nm0191612,nm0996693,nm0724856,nm0089136,nm0110828,nm0113780,nm0260547,nm0774498,nm0790433,nm1221904,nm1680372,nm1802728,nm2452999
tt9914608	\N	\N
tt9914610	\N	nm0191612,nm0996693,nm0724856,nm0089136,nm0110828,nm0113780,nm0260547,nm0774498,nm0790433,nm1221904,nm1680372,nm1802728,nm2452999
tt9914612	\N	\N
tt9914614	\N	nm0191612,nm0996693,nm0724856,nm0089136,nm0110828,nm0113780,nm0260547,nm0774498,nm0790433,nm1221904,nm1680372,nm1802728,nm2452999
tt9914616	\N	\N
tt9914618	\N	\N
tt9914620	\N	nm0191612,nm0996693,nm0724856,nm0089136,nm0110828,nm0113780,nm0260547,nm0774498,nm0790433,nm1221904,nm1680372,nm1802728,nm2452999
tt9914622	\N	\N
tt9914624	\N	nm0191612,nm0996693,nm0724856,nm0089136,nm0110828,nm0113780,nm0260547,nm0774498,nm0790433,nm1221904,nm1680372,nm1802728,nm2452999
tt9914626	\N	nm0191612,nm0996693,nm0724856,nm0089136,nm0110828,nm0113780,nm0260547,nm0774498,nm0790433,nm1221904,nm1680372,nm1802728,nm2452999
tt9914628	\N	\N
tt9914630	\N	\N
tt9914632	\N	\N
tt9914634	\N	\N
tt9914636	nm1028104	\N
tt9914638	nm7195433	nm10537366
tt9914640	\N	\N
tt9914642	nm5300859	nm5300859,nm7332227
tt9914644	nm10537376	\N
tt9914646	nm7846777,nm6319486,nm7756433	nm9026235
tt9914648	\N	\N
tt9914650	\N	\N
tt9914652	\N	\N
tt9914654	\N	\N
tt9914656	\N	\N
tt9914658	\N	\N
tt9914660	\N	\N
tt9914662	nm10537404	nm10537404
tt9914664	\N	\N
tt9914666	\N	\N
tt9914668	\N	\N
tt9914670	nm0115234	nm9045008
tt9914672	\N	\N
tt9914674	\N	\N
tt9914676	\N	\N
tt9914678	\N	\N
tt9914680	nm8897499	nm8897499
tt9914682	nm4813447	\N
tt9914684	\N	\N
tt9914686	\N	\N
tt9914688	nm4381076	nm4381076
tt9914690	\N	\N
tt9914692	\N	\N
tt9914694	nm3569088	nm3569088,nm10537422
tt9914696	nm1672033	nm1672033
tt9914698	nm0052590,nm1741495,nm5237704,nm0188155,nm3949608,nm10537427,nm10531052,nm1278482	nm10537329,nm1798923,nm0498897
tt9914700	nm4266805	nm5925328,nm5492696,nm10184851,nm6072896,nm7596650,nm4266805,nm5492282
tt9914702	\N	\N
tt9914704	\N	\N
tt9914708	nm1567453,nm1735513	nm1567453,nm1735513,nm1172293
tt9914710	\N	\N
tt9914712	\N	\N
tt9914714	\N	\N
tt9914716	\N	\N
tt9914718	\N	\N
tt9914720	\N	\N
tt9914722	\N	\N
tt9914724	\N	\N
tt9914726	\N	\N
tt9914728	\N	\N
tt9914730	\N	\N
tt9914732	\N	\N
tt9914734	\N	\N
tt9914736	\N	\N
tt9914738	nm10537427,nm0052590	\N
tt9914740	\N	\N
tt9914742	\N	nm8780177
tt9914744	\N	\N
tt9914746	nm10523961	\N
tt9914748	\N	\N
tt9914750	\N	\N
tt9914752	nm0115234	nm10532710
tt9914758	nm6349065	nm3950939,nm4651387,nm9797965
tt9914760	\N	\N
tt9914766	nm7197244	nm7197244
tt9914768	\N	nm2126042
tt9914770	nm6839281	nm7292200,nm1078542,nm4060172
tt9914772	nm10537533	nm10537533
tt9914774	nm5335097	nm5335097
tt9914778	\N	\N
tt9914782	nm0691745	nm0691745
tt9914784	nm4266805	nm5925328,nm5492696,nm6072896,nm7596650,nm4266805,nm5492282,nm10184851
tt9914786	\N	\N
tt9914788	\N	\N
tt9914790	\N	\N
tt9914792	\N	nm0409353
tt9914794	nm4266805	nm5925328,nm5492696,nm6072896,nm7596650,nm4266805,nm5492282,nm10184851
tt9914796	\N	\N
tt9914800	nm6731851	\N
tt9914802	nm4266805	nm5925328,nm5492696,nm6072896,nm7596650,nm4266805,nm5492282,nm10184851
tt9914808	nm0029014	nm2288464,nm9433059
tt9914810	nm4266805	nm5925328,nm5492696,nm6072896,nm7596650,nm4266805,nm5492282,nm10184851
tt9914812	\N	\N
tt9914814	nm4266805	nm5925328,nm5492696,nm6072896,nm7596650,nm4266805,nm5492282,nm10184851
tt9914816	\N	\N
tt9914818	nm4683207	nm4683207
tt9914820	\N	nm1101483
tt9914822	nm1327361	nm6523804,nm1327361
tt9914824	nm6779075	nm6779075
tt9914828	nm10537549	nm10537567,nm10537555,nm10537556,nm10537601,nm10537598
tt9914830	\N	\N
tt9914834	\N	\N
tt9914836	\N	\N
tt9914840	\N	\N
tt9914842	nm0315757	nm0315757
tt9914844	nm3823501	nm3823501
tt9914846	\N	\N
tt9914848	\N	nm8841609,nm8786523
tt9914850	\N	\N
tt9914852	\N	\N
tt9914854	\N	\N
tt9914858	\N	\N
tt9914860	\N	\N
tt9914862	\N	nm0191612,nm0996693,nm0724856,nm0110828,nm0113780,nm0260547,nm0774498,nm0790433,nm1680372,nm1802728,nm2452999
tt9914864	\N	\N
tt9914866	\N	nm0191612,nm0996693,nm0724856,nm0110828,nm0113780,nm0260547,nm0774498,nm0790433,nm1680372,nm1802728,nm2452999
tt9914868	\N	\N
tt9914870	\N	nm0191612,nm0996693,nm0724856,nm0110828,nm0113780,nm0260547,nm0774498,nm0790433,nm1680372,nm1802728,nm2452999
tt9914872	\N	nm0191612,nm0996693,nm0724856,nm0110828,nm0113780,nm0260547,nm0774498,nm0790433,nm1680372,nm1802728,nm2452999
tt9914874	\N	\N
tt9914876	nm0315757	nm0315757
tt9914878	\N	nm0191612,nm0996693,nm0724856,nm0110828,nm0113780,nm0260547,nm0774498,nm0790433,nm1680372,nm1802728,nm2452999
tt9914880	\N	\N
tt9914882	\N	\N
tt9914884	\N	\N
tt9914886	\N	\N
tt9914888	\N	nm3831098
tt9914890	\N	\N
tt9914892	nm1009859	\N
tt9914894	\N	\N
tt9914896	\N	\N
tt9914898	\N	\N
tt9914902	\N	\N
tt9914906	\N	\N
tt9914910	\N	\N
tt9914912	nm1818823,nm4967420	nm1818823
tt9914914	\N	\N
tt9914916	\N	\N
tt9914918	\N	\N
tt9914920	\N	\N
tt9914922	\N	\N
tt9914924	nm9263120	nm9761735
tt9914926	\N	\N
tt9914928	\N	\N
tt9914930	\N	\N
tt9914932	\N	\N
tt9914938	\N	\N
tt9914940	nm9612706	nm9612706
tt9914942	nm1716653	nm3678448,nm9361716
tt9914944	nm9612706	nm9612706
tt9914946	\N	nm1131495,nm1074124
tt9914948	nm10537683	nm10537683
tt9914950	nm9612706	nm9612706
tt9914952	nm3230157	\N
tt9914954	nm9612706	nm9612706
tt9914956	nm9612706	nm9612706
tt9914958	\N	\N
tt9914960	nm5654009	nm5654009
tt9914962	nm9612706	nm9612706
tt9914964	\N	\N
tt9914966	nm9612706	nm9612706
tt9914968	nm4837076	\N
tt9914970	nm9612706	nm9612706
tt9914972	nm5293094,nm0743916	nm5293094,nm5292318,nm6760227,nm0743916
tt9914974	\N	\N
tt9914976	\N	\N
tt9914978	\N	\N
tt9914980	\N	\N
tt9914982	\N	\N
tt9914986	\N	\N
tt9914988	\N	\N
tt9914990	\N	\N
tt9914992	nm7705496,nm5299647	nm7705496,nm7705497,nm5299647
tt9914994	\N	\N
tt9914996	\N	\N
tt9914998	\N	\N
tt9915000	\N	\N
tt9915002	\N	\N
tt9915004	\N	\N
tt9915008	\N	\N
tt9915010	nm8993433,nm0097182,nm8891920	nm4910410
tt9915012	\N	\N
tt9915014	\N	\N
tt9915016	\N	\N
tt9915020	\N	\N
tt9915022	nm10978744,nm8114551,nm4199515,nm5545377	nm10587887,nm7388210,nm5723908,nm10587886,nm10587884,nm9918691,nm1100770,nm9807962,nm7388209,nm10587885,nm3297762,nm10725577,nm1955247,nm9223061
tt9915024	\N	\N
tt9915026	nm1278482	\N
tt9915028	\N	\N
tt9915030	\N	\N
tt9915032	\N	\N
tt9915036	nm2969707	nm3088736
tt9915038	\N	\N
tt9915040	\N	\N
tt9915046	\N	\N
tt9915048	\N	\N
tt9915050	\N	nm1862833
tt9915052	nm8421587	\N
tt9915054	\N	\N
tt9915056	nm5741914	nm5741914
tt9915058	\N	\N
tt9915060	nm1741495	nm1798923,nm0498897
tt9915062	\N	\N
tt9915066	\N	\N
tt9915068	\N	\N
tt9915070	\N	\N
tt9915072	\N	\N
tt9915074	\N	\N
tt9915080	\N	\N
tt9915084	nm0510100	nm1007185,nm0739101
tt9915086	\N	\N
tt9915088	\N	\N
tt9915090	nm1278482	\N
tt9915096	nm1849030	\N
tt9915098	\N	nm5803662
tt9915102	nm8967563	\N
tt9915108	nm10537796	nm10537796,nm7223053
tt9915110	nm5225408	nm5225408
tt9915114	nm1153498,nm9983432,nm1189872,nm1366551,nm1452641	nm10552186,nm10042651,nm10352411,nm10552188,nm9970487,nm7912817,nm10537804,nm10552187,nm10616263,nm10537805,nm1914483,nm1908427,nm1367099
tt9915116	\N	\N
tt9915118	\N	nm4890697
tt9915120	\N	nm12374535
tt9915126	nm6460090	nm6460090
tt9915128	nm3220274	nm3220274
tt9915130	nm1489437	nm1489437,nm0728307
tt9915132	nm6460090	nm6460090
tt9915134	nm0188155	nm10537329
tt9915138	nm7710846	nm7710846
tt9915140	nm5582741,nm3685850	nm5582741,nm3685850
tt9915142	\N	\N
tt9915144	nm9939361	nm9939361,nm6445322
tt9915146	nm6460090	nm6460090
tt9915148	nm9210436	\N
tt9915150	\N	\N
tt9915152	\N	\N
tt9915154	\N	\N
tt9915156	nm7464637,nm3138118	nm5940836,nm3138118,nm7464637,nm4590714,nm5243328,nm8766053,nm9305687,nm0946040,nm9538121,nm14019523,nm14019525
tt9915158	nm6460090	nm6460090
tt9915160	\N	\N
tt9915162	\N	nm3518297
tt9915164	\N	\N
tt9915166	\N	nm5803662
tt9915168	nm1112577	\N
tt9915172	\N	nm10536934
tt9915174	nm6460090	nm6460090
tt9915176	\N	nm10536934
tt9915178	\N	\N
tt9915180	\N	nm0060970
tt9915184	\N	nm5803662
tt9915186	nm3880579	\N
tt9915188	nm5446535	nm5446535
tt9915190	nm7381138	nm7381138
tt9915192	\N	nm5803662
tt9915194	\N	nm5803662
tt9915198	\N	nm5803662
tt9915200	nm9176722	nm9176722
tt9915202	nm11212490	\N
tt9915204	nm11212490	\N
tt9915206	nm11212490	\N
tt9915208	nm11212490	\N
tt9915210	nm11212490	\N
tt9915212	nm11212490	\N
tt9915214	nm11212490	\N
tt9915216	nm11212490	\N
tt9915218	nm11212490	\N
tt9915220	nm11212490	\N
tt9915224	nm11212490	\N
tt9915226	nm11212490	\N
tt9915228	nm11212490	\N
tt9915230	nm11212490	\N
tt9915232	nm11212490	\N
